player_id,first_name,last_name,name,team_id,team_name,position,jersey_number,height,birthdate,hometown,image_url
36,Jessie,Eldridge,Jessie Eldridge,8,Seattle Torrent,F,9,"5'9""",1997-12-17,"Barrie, ON",https://assets.leaguestat.com/pwhl/240x240/36.jpg
237,Jenna,Buglioni,Jenna Buglioni,8,Seattle Torrent,F,10,5'3,2002-03-13,"Port Moody, BC",https://assets.leaguestat.com/pwhl/240x240/237.jpg
2,Emily,Brown,Emily Brown,8,Seattle Torrent,D,11,5'7,1998-12-30,"Blaine, MN",https://assets.leaguestat.com/pwhl/240x240/2.jpg
138,Mikyla,Grant-Mentis,Mikyla Grant-Mentis,8,Seattle Torrent,F,13,5'6,1998-07-15,"Brampton, ON",https://assets.leaguestat.com/pwhl/240x240/138.jpg
91,Brooke,Bryant,Brooke Bryant,8,Seattle Torrent,F,17,5'6,2000-08-22,"Linden, CA",https://assets.leaguestat.com/pwhl/240x240/91.jpg
181,Hannah,Bilka,Hannah Bilka,8,Seattle Torrent,F,19,5'5,2001-03-24,"Coppell, TX",https://assets.leaguestat.com/pwhl/240x240/181.jpg
99,Mariah,Keopple,Mariah Keopple,8,Seattle Torrent,D,20,5'9,2000-06-27,"Menomonie, WI",https://assets.leaguestat.com/pwhl/240x240/99.jpg
13,Hilary,Knight,Hilary Knight,8,Seattle Torrent,F,21,5'11,1989-07-12,"Sun Valley, ID",https://assets.leaguestat.com/pwhl/240x240/13.jpg
294,Lyndie,Lobdell,Lyndie Lobdell,8,Seattle Torrent,D,24,,2002-09-01,"Aurora, IL",https://assets.leaguestat.com/pwhl/240x240/294.jpg
34,Alex,Carpenter,Alex Carpenter,8,Seattle Torrent,F,25,"5'7""",1994-04-13,"North Reading, MA",https://assets.leaguestat.com/pwhl/240x240/34.jpg
208,Megan,Carter,Megan Carter,8,Seattle Torrent,D,27,5'8,2001-05-23,"Milton, ON",https://assets.leaguestat.com/pwhl/240x240/208.jpg
155,Corinne,Schroeder,Corinne Schroeder,8,Seattle Torrent,G,30,"5'11""",1999-08-17,"Elm Creek, MB",https://assets.leaguestat.com/pwhl/240x240/155.jpg
292,Jada,Habisch,Jada Habisch,8,Seattle Torrent,F,52,,2002-06-25,"Buffalo, MN",https://assets.leaguestat.com/pwhl/240x240/292.jpg
295,Marah,Wagner,Marah Wagner,8,Seattle Torrent,F,66,,2000-10-19,"Seattle, WA",https://assets.leaguestat.com/pwhl/240x240/295.jpg
134,Carly,Jackson,Carly Jackson,8,Seattle Torrent,G,70,"5'5""",1997-06-23,"Amherst, NS",https://assets.leaguestat.com/pwhl/240x240/134.jpg
293,Sydney,Langseth,Sydney Langseth,8,Seattle Torrent,F,71,,2002-01-29,"Eden Prairie, MN",https://assets.leaguestat.com/pwhl/240x240/293.jpg
49,Lexie,Adzija,Lexie Adzija,8,Seattle Torrent,F,78,5'10,2000-06-30,"St. Thomas, ON",https://assets.leaguestat.com/pwhl/240x240/49.jpg
250,Hannah,Murphy,Hannah Murphy,8,Seattle Torrent,G,83,5'10,2003-08-03,"Kingston, ON",https://assets.leaguestat.com/pwhl/240x240/250.jpg
210,Julia,Gosling,Julia Gosling,8,Seattle Torrent,F,88,"5'10""",2001-02-21,"London, ON",https://assets.leaguestat.com/pwhl/240x240/210.jpg
224,Danielle,Serdachny,Danielle Serdachny,8,Seattle Torrent,F,92,"5'9""",2001-05-12,"Edmonton, AB",https://assets.leaguestat.com/pwhl/240x240/224.jpg
310,Madison,Samoskevich,Madison Samoskevich,9,Vancouver Goldeneyes,F,7,5'5,2002-11-15,"Sandy Hook, CT",https://assets.leaguestat.com/pwhl/240x240/310.jpg
209,Izzy,Daniel,Izzy Daniel,9,Vancouver Goldeneyes,F,8,"5'5""",2000-09-29,"Minneapolis, MN",https://assets.leaguestat.com/pwhl/240x240/209.jpg
301,Katie,Chan,Katie Chan,9,Vancouver Goldeneyes,F,9,5'2,2003-01-05,"Richmond, BC",https://assets.leaguestat.com/pwhl/240x240/301.jpg
180,Sydney,Bard,Sydney Bard,9,Vancouver Goldeneyes,D,11,5'3,2001-01-15,"New Hartford, NY",https://assets.leaguestat.com/pwhl/240x240/180.jpg
198,Jenn,Gardiner,Jenn Gardiner,9,Vancouver Goldeneyes,F,12,5'6,2001-09-18,"Surrey, BC",https://assets.leaguestat.com/pwhl/240x240/198.jpg
161,Tereza,Vanišová,Tereza Vanišová,9,Vancouver Goldeneyes,F,13,5'7,1996-01-30,"Strakonice, CZE",https://assets.leaguestat.com/pwhl/240x240/161.jpg
227,Gabby,Rosenthal,Gabby Rosenthal,9,Vancouver Goldeneyes,F,15,5'7,1999-09-13,"Blaine, MN",https://assets.leaguestat.com/pwhl/240x240/227.jpg
11,Sophie,Jaques,Sophie Jaques,9,Vancouver Goldeneyes,D,16,5'8,2000-10-16,"Toronto, ON",https://assets.leaguestat.com/pwhl/240x240/11.jpg
300,Brianna,Brooks,Brianna Brooks,9,Vancouver Goldeneyes,F,17,5'9,2002-06-28,"Whitby, ON",https://assets.leaguestat.com/pwhl/240x240/300.jpg
140,Malia,Schneider,Malia Schneider,9,Vancouver Goldeneyes,F,18,"5'6""",1998-10-03,"Millarville, AB",https://assets.leaguestat.com/pwhl/240x240/140.jpg
75,Sarah,Nurse,Sarah Nurse,9,Vancouver Goldeneyes,F,20,5'7,1995-01-04,"Hamilton, ON",https://assets.leaguestat.com/pwhl/240x240/75.jpg
50,Ashton,Bell,Ashton Bell,9,Vancouver Goldeneyes,D,21,"5'9""",1999-12-07,"Deloraine, MB",https://assets.leaguestat.com/pwhl/240x240/50.jpg
114,Abby,Boreen,Abby Boreen,9,Vancouver Goldeneyes,F,22,5'8,2000-04-03,"Somerset, WI",https://assets.leaguestat.com/pwhl/240x240/114.jpg
129,Mellissa,Channell-Watkins,Mellissa Channell-Watkins,9,Vancouver Goldeneyes,D,23,5'4,1994-12-16,"Plymouth, MI",https://assets.leaguestat.com/pwhl/240x240/129.jpg
118,Emma,Greco,Emma Greco,9,Vancouver Goldeneyes,D,25,5'9,1995-03-06,"Burlington, ON",https://assets.leaguestat.com/pwhl/240x240/118.jpg
192,Brooke,McQuigge,Brooke McQuigge,9,Vancouver Goldeneyes,F,26,"5'8""",2000-06-09,"Bowmanville, ON",https://assets.leaguestat.com/pwhl/240x240/192.jpg
305,Nina,Jobst-Smith,Nina Jobst-Smith,9,Vancouver Goldeneyes,D,28,5'7,2001-08-30,"North Vancouver, BC",https://assets.leaguestat.com/pwhl/240x240/305.jpg
252,Michelle,Karvinen,Michelle Karvinen,9,Vancouver Goldeneyes,F,33,5'6,1990-03-27,"Rødovre, DEN",https://assets.leaguestat.com/pwhl/240x240/252.jpg
89,Hannah,Miller,Hannah Miller,9,Vancouver Goldeneyes,F,34,"5'9""",1996-02-16,"North Vancouver, BC ",https://assets.leaguestat.com/pwhl/240x240/89.jpg
309,Kimberly,Newell,Kimberly Newell,9,Vancouver Goldeneyes,G,35,5'9,1995-10-04,"Burnaby, BC",https://assets.leaguestat.com/pwhl/240x240/309.jpg
59,Emerance,Maschmeyer,Emerance Maschmeyer,9,Vancouver Goldeneyes,G,38,5'6,1994-10-05,"Bruderheim, AB",https://assets.leaguestat.com/pwhl/240x240/59.jpg
169,Claire,Thompson,Claire Thompson,9,Vancouver Goldeneyes,D,42,5'8,1998-01-28,"Toronto, ON",https://assets.leaguestat.com/pwhl/240x240/169.jpg
64,Kristen,Campbell,Kristen Campbell,9,Vancouver Goldeneyes,G,50,"5'10""",1997-11-30,"Brandon, MB",https://assets.leaguestat.com/pwhl/240x240/64.jpg
248,Anna,Segedi,Anna Segedi,9,Vancouver Goldeneyes,F,51,5'5,2000-12-20,"Commerce Township, MI",https://assets.leaguestat.com/pwhl/240x240/248.jpg
306,Darcie,Lappan,Darcie Lappan,9,Vancouver Goldeneyes,F,72,5'7,2001-09-15,"Kingston, ON",https://assets.leaguestat.com/pwhl/240x240/306.jpg
115,Michela,Cava,Michela Cava,9,Vancouver Goldeneyes,F,86,5'4,1994-03-26,"Thunder Bay, ON",https://assets.leaguestat.com/pwhl/240x240/115.jpg
